0,1,2,3,4,5,6,7,8
"uf3,50","enrique mac iver ., centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$90.000,"los militares - manquehue, nueva las condes, las condes",,,arriendo,estacionamientos,,,
$70.000,"edificio aldunate, temuco",,estacionamiento en arriendo en temuco,arriendo,estacionamientos,,,
$75.000,"vitacura / el bosque norte, centro financiero, las condes",,,arriendo,estacionamientos,,,
uf3,"pte. riesco  / esquina fco. de asis, barrio el golf, las condes",,,arriendo,estacionamientos,,,
$69.000,"cochrane 700, sector puerto, valparaíso",,,arriendo,estacionamientos,,,
$50.000,"vicuña mackenna 881, santiago",,,arriendo,estacionamientos,,,
$70.000,"serrano / tarapacá, bulnes, santiago",,,arriendo,estacionamientos,,,
$75.000,13 m² totales,"general del canto 421, providencia, chile, manuel montt, providencia",,,arriendo,estacionamientos,,
$80.000,"alameda / lastarria, barrio san borja, santiago",,,arriendo,estacionamientos,,,
$75.000,"san martín 733, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,,
$50.000,"vicuña mackenna 955, barrio diez de julio, santiago",,,arriendo,estacionamientos,,,
$40.000,"metro manquehue / rep arabe de egipto 670, metro manquehue - apumanque, las condes",,,arriendo,estacionamientos,,,
$90.000,16 m² útiles,"miraflores 419, santiago, chile, centro histórico de santiago, santiago",,,arriendo,estacionamientos,,
$45.000,"la gloria 34, metro escuela militar, las condes",,,arriendo,estacionamientos,,,
$64.990,"pedro de valdivia / nueva providencia, pedro de valdivia, providencia",,,arriendo,estacionamientos,,,
$75.000,"coronel pereira 62 - estacionamiento 617(-6), metro escuela militar, las condes",,,arriendo,estacionamientos,,,
$80.000,"paris (esquina santa rosa) metro santa lucía, metro u. de chile. santiago centro., bulnes, santiago",,"paris (esquina santa rosa) metro santa lucía, metro u. de",arriendo,estacionamientos,,,
$40.000,"dr. johow / av. grecia, juan gómez millas, ñuñoa",,,arriendo,estacionamientos,,,
$45.000,"rep árabe de egipto 670, metro manquehue - apumanque, las condes",,,arriendo,estacionamientos,,,
$69.990,"pedro de valdivia / nueva providencia, pedro de valdivia, providencia",,,arriendo,estacionamientos,,,
$65.000,"lira 441, santa isabel, santiago",,,arriendo,estacionamientos,,,
uf44,1 m² útiles,el bosque,,"sitio comercial 638,59m2 gran avenida",arriendo,loteos,,
uf650,"11,641 m² totales","galpón industrial - edificio oficinas habilitadas,, parque las palmeras, renca",,galpón industrial - edificio oficinas habilitadas,arriendo,loteos,,
uf650,"1,000 m² totales","metro la cisterna, la cisterna",,arrienda terreno en pleno gran avenida p18,arriendo,loteos,,
uf60,"10,000 m² totales","lo echevers,, lampa",,"terreno 10.000 mts lo echevers, lampa",arriendo,loteos,,
uf70,"10,000 m² totales",valparaíso,,terreno forestal industrial,arriendo,loteos,,
uf60,1 m² útiles,"avenida san juan, machalí",,terreno comercial excelente ubicación,arriendo,loteos,,
uf173,1 m² útiles,"peñuelas, coquimbo",,gran terreno en excelente ubicación,arriendo,loteos,,
uf125,1 m² útiles,"el barrancón, san bernardo",,"arriendo 2,5hectareas semiindustrial calera de tango",arriendo,loteos,,
uf110,1 m² útiles,"la pampa, la serena",,terreno comercial 2400 mts,arriendo,loteos,,
uf40,1 m² útiles,"camino a traiguén, lautaro",,victoria: terreno con amplias bodegas en sector industrial,arriendo,loteos,,
uf450,1 m² útiles,"el barrancón, san bernardo",,arriendo 1 hectárea semi-industrial en calera de tango,arriendo,loteos,,
uf110,1 m² útiles,"chicureo, colina",,"piedra roja, terreno con excelente y central ubicación, uso",arriendo,loteos,,
uf69,1 m² útiles,"enea, pudahuel",,terreno en parque industrial enea,arriendo,loteos,,
uf110,1 m² útiles,"centro de colina, colina",,"piedra roja, terreno para arriendo en av. guay guay",arriendo,loteos,,
uf45,"5,000 m² totales","camino a el tepual,, puerto montt",,terreno industrial sector lagunitas,arriendo,loteos,,
uf130,"1,300 m² totales","augusto matte,, quinta normal",,"terreno, ideal industria y/o bodegaje.",arriendo,loteos,,
$650.000,600 m² totales,"lo ovalle, la cisterna",,re/max arrienda terreno eriazo en la cisterna,arriendo,loteos,,
uf300,1 m² útiles,"collao, concepción",,terreno con oficinas y galpones sector palomares,arriendo,loteos,,
uf60,1 m² útiles,"san juan, coquimbo",,excelente terreno con salida a calle santa ester y 25 mayo,arriendo,loteos,,
$1.000.000,1 m² útiles,"san josé de tango, calera de tango",,excelente ubicacion terreno 2.500 lonquen sur,arriendo,loteos,,
uf350,892 m² útiles,"el golf, barrio el golf, las condes",,,arriendo,otros inmuebles,,
$1.000.000,"2,668 m² útiles","centro de quilicura, mall arauco quilicura, quilicura",,,arriendo,otros inmuebles,,
$2.900.000,"1,060 m² útiles","calle chiloe, comuna santiago sur, santiago",,otros en arriendo en santiago,arriendo,otros inmuebles,,
$85.000,18 m² útiles,"arriendo estacionamientos santiago centro, san diego, santiago",,,arriendo,otros inmuebles,,
uf26,"3,000 m² totales","carmen // av carlos valdovinos, san joaquín",,galpón en arriendo en san joaquín,arriendo,otros inmuebles,,
uf420,"5,394 m² útiles","amplia bodega con oficinas acceso por costanera norte y autopista central, quinta normal",,galpón en arriendo en quinta normal,arriendo,otros inmuebles,,
uf55,300 m² útiles,"reina de chile // heroes de la concepción, recoleta",,galpón en arriendo en recoleta,arriendo,otros inmuebles,,
$1.300.000,"3,200 m² totales","malloco. toribio larrain. galpon. terreno arriendo, malloco, peñaflor",,galpón en arriendo en peñaflor,arriendo,otros inmuebles,,
uf70,"tomás moro, rotonda atenas, las condes",,otros en arriendo en las condes,arriendo,otros inmuebles,,,
uf138,290 m² útiles,5 dormitorios,"casona  zona típica barrio suarez mujica con amplio giro comercial, metro monseñor eyzaguirre, ñuñoa",,casona  zona típica barrio suarez mujica con amplio giro ...,arriendo,otros inmuebles,
$5.500.000,550 m² útiles,11 dormitorios,"vicuña mackenna entre bilbao y marín, providencia",,otros en arriendo en providencia,arriendo,otros inmuebles,
uf600,"2,300 m² totales","vicuña mackenna / irarrázaval, metro irarrázaval, ñuñoa",,galpón en arriendo en ñuñoa,arriendo,otros inmuebles,,
$4.900.000,298 m² útiles,"seminario, plaza italia, providencia",,,arriendo,otros inmuebles,,
$150.000,"frente a la poza. camino entrada a pucón, centro de pucón, pucón",,otros en arriendo en pucón,arriendo,otros inmuebles,,,
$3.750.000,484 m² útiles,"antonia lopez de bello - barrio bellavista, bellavista, recoleta",,otros en arriendo en providencia,arriendo,otros inmuebles,,
uf315,"1,050 m² útiles",12 dormitorios,"santo domingo, plaza de armas, centro histórico de santiago, santiago",,,arriendo,otros inmuebles,
$2.000.000,220 m² útiles,4 dormitorios,"santo domingo, santo domingo",,,arriendo,otros inmuebles,
uf300,280 m² útiles,"el bosque / tobalaba, centro financiero, las condes",,,arriendo,otros inmuebles,,
$5.000.000,"2,000 m² totales","av vespucio sur / vista hermosa / av lo espejo, plaza oeste, cerrillos",,galpón en arriendo en cerrillos,arriendo,otros inmuebles,,
$1.650.000,"10,000 m² totales","santa inés cacique colin, lampa",,galpón en arriendo en lampa,arriendo,otros inmuebles,,
uf120,"1,248 m² útiles","san martín esquina general mackenna, centro de temuco, temuco",,otros en arriendo en temuco,arriendo,otros inmuebles,,
$3.900.000,750 m² útiles,7 dormitorios,"prieto norte a 3 minutos av. alemania temuco, temuco",,hotel en arriendo en temuco,arriendo,otros inmuebles,
uf250,"1,300 m² útiles","enea, aeropuerto arturo merino benitez, pudahuel",,galpón en arriendo en pudahuel,arriendo,otros inmuebles,,
uf200,494 m² útiles,7 dormitorios,"cno. del alto/bellavista, viña del mar",,otros en arriendo en viña del mar,arriendo,otros inmuebles,
$3.900.000,750 m² útiles,7 dormitorios,"prieto norte a 3 minutos av. alemania temuco, temuco",,palacio en arriendo en temuco,arriendo,otros inmuebles,
$3.900.000,750 m² útiles,7 dormitorios,"prieto norte a 3 minutos av. alemania temuco, pedro de valdivia, temuco",,castillo en arriendo en temuco,arriendo,otros inmuebles,
uf105,101 m² útiles,"work center miraflores, el montijo, renca",,galpón en arriendo en renca,arriendo,otros inmuebles,,
$2.900.000,100 m² útiles,4 dormitorios,"metro tobalaba, los leones, providencia",,"negocio en arriendo metro tobalaba, providencia",arriendo,otros inmuebles,
uf90,240 m² útiles,6 dormitorios,"casa comercial, la dehesa, lo barnechea",,,arriendo,otros inmuebles,
$6.500.000,221 m² útiles,7 dormitorios,"manuel montt, inés de suárez, providencia",,,arriendo,otros inmuebles,
uf370,872 m² útiles,"edificio en esquina estretégica, bulnes, santiago",,,arriendo,otros inmuebles,,
uf230,"2,385 m² totales","panamericana sur / san bernardo, las acacias - chena, san bernardo",,galpón en arriendo en san bernardo,arriendo,otros inmuebles,,
uf70,500 m² útiles,"oportunidad local supermercado, comuna de santiago, parque los reyes, santiago",,,arriendo,otros inmuebles,,
uf80,680 m² útiles,rengo,,"edificio en arriendo , rengo",arriendo,otros inmuebles,,
$2.500.000,256 m² útiles,11 dormitorios,"arriendo de céntrico hostal, centro de puerto varas, puerto varas",,,arriendo,otros inmuebles,
$4.900.000,361 m² útiles,10 dormitorios,"helsby, carlos ossandón, la reina",,otros en arriendo en la reina,arriendo,otros inmuebles,
uf200,400 m² útiles,10 dormitorios,"rancagua centro, hostal funcionando, centro de rancagua, rancagua",,,arriendo,otros inmuebles,
uf220,440 m² útiles,"arriendo oficinas en antofagasta centro, centro de antofagasta, antofagasta",,,arriendo,otros inmuebles,,
uf480,"1,660 m² útiles","metro manuel montt, manuel montt, providencia",,galpón en arriendo en providencia,arriendo,otros inmuebles,,
uf330,"1,200 m² útiles",9 dormitorios,"ex fundo las gaviotas, mantagua, quintero",,"galpon en arriendo concón , concón",arriendo,otros inmuebles,
$2.000.000,440 m² útiles,4 dormitorios,"barrio o, almendral, valparaíso",,"galpon en arriendo barrio o, valparaíso",arriendo,otros inmuebles,
uf210,300 m² útiles,"local comercial arriendo paseo ramirez, calama poniente, calama",,,arriendo,otros inmuebles,,
"uf13,50",24 m² útiles,"avda kennedy - geronimo de alderete, nuestra señora del rosario, vitacura",,otros en arriendo en vitacura,arriendo,otros inmuebles,,
$2.000.000,300 m² útiles,6 dormitorios,"san josé poniente, agua santa, viña del mar",,"galpon en arriendo san josé poniente, viña del mar",arriendo,otros inmuebles,
uf135,900 m² útiles,"san ignacio- cerro san cristóbal, parque industrial buenaventura, quilicura",,galpón en arriendo en quilicura,arriendo,otros inmuebles,,
$4.800.000,"1,150 m² útiles","carretera 5 sur, requínoa",,"galpon en arriendo carretera 5 sur, requínoa",arriendo,otros inmuebles,,
uf300,"1,299 m² útiles","centro, centro de rancagua, rancagua",,"edificio en arriendo centro, rancagua",arriendo,otros inmuebles,,
uf158,847 m² útiles,"chacabuco - condell, quillota",,otros en arriendo en quillota,arriendo,otros inmuebles,,
uf240,"1,350 m² útiles",6 dormitorios,"el ayuntamiento, la dehesa, lo barnechea",,,arriendo,otros inmuebles,
uf202,"1,445 m² útiles","camino internacional, viña del mar",,"galpon en arriendo camino internacional, reñaca",arriendo,otros inmuebles,,
$65.000,70 m² útiles,2 dormitorios,"costa de montemar 50, viña del mar, concón, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$70.000,72 m² útiles,2 dormitorios,"unnamed road, papudo, valparaíso, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$25.000,45 m² útiles,1 dormitorio,"merced 562, santiago, centro histórico de santiago, santiago",,,arriendo temporal,departamentos,
$80.000,58 m² útiles,2 dormitorios,"camino al volcan 960, pucon, pucón, chile, camino al volcán, pucón",,,arriendo temporal,departamentos,
$65.000,65 m² útiles,2 dormitorios,"ignacio serrano 50, coquimbo, chile, sindempart, coquimbo",,,arriendo temporal,departamentos,
$100.000,82 m² útiles,2 dormitorios,"2 norte 79, viña del mar, chile, libertad, viña del mar",,,arriendo temporal,departamentos,
$30.000,33 m² útiles,1 dormitorio,"avenida portugal 415, santiago, chile, santa isabel, santiago",,,arriendo temporal,departamentos,
$130.000,95 m² útiles,3 dormitorios,"avenida pacífico 741, la serena, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$35.000,46 m² útiles,1 dormitorio,"román díaz 641, providencia, chile, salvador, providencia",,,arriendo temporal,departamentos,
$45.000,45 m² útiles,1 dormitorio,"la capitanía 70, las condes, chile, metro manquehue - apumanque, las condes",,,arriendo temporal,departamentos,
$65.000,70 m² útiles,3 dormitorios,"av. isidoro dubournais 0830, el quisco, valparaíso, chile, el quisco norte, el quisco",,,arriendo temporal,departamentos,
$60.000,80 m² útiles,2 dormitorios,"punta puyai, avenida maritima condominio los colonos, papudo, valparaíso, chile, punta puyai, papudo",,"punta puyai, avenida maritima condominio los colonos",arriendo temporal,departamentos,
$270.000,60 m² útiles,3 dormitorios,"avenida pacífico 3505, la serena, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$35.000,38 m² útiles,1 dormitorio,"von schroeder 385, viña del mar, chile, agua santa, viña del mar",,,arriendo temporal,departamentos,
$40.000,50 m² útiles,2 dormitorios,"pasaje atardecer 1401, algarrobo, chile, el canelo, algarrobo",,,arriendo temporal,departamentos,
$28.000,34 m² útiles,1 dormitorio,"merced 562, santiago, chile, centro histórico de santiago, santiago",,,arriendo temporal,departamentos,
$130.000,100 m² útiles,3 dormitorios,"avenida borgoño 17570, viña del mar, concón, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$160.000,100 m² útiles,4 dormitorios,"av. maritima 850, papudo, valparaíso, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$55.000,50 m² útiles,2 dormitorios,"bahía pelicanos, horcón, valparaíso, chile, horcón, puchuncaví",,,arriendo temporal,departamentos,
$45.000,50 m² útiles,1 dormitorio,"costa montemar 50, con con, concón, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$65.000,63 m² útiles,3 dormitorios,"condominio lomas de papudo 1100, papudo, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$60.000,75 m² útiles,2 dormitorios,"entrelomas, concón, chile, costas de montemar, concón",,,arriendo temporal,departamentos,
$75.000,64 m² útiles,2 dormitorios,"unnamed road, papudo, valparaíso, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$80.000,140 m² útiles,3 dormitorios,"av costanera 5425, coquimbo, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$80.000,78 m² útiles,3 dormitorios,"av. el estero 217, papudo, valparaíso, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$125.000,100 m² útiles,3 dormitorios,"av. maritima 950, papudo, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$115.000,85 m² útiles,3 dormitorios,"av. maritima 600, papudo, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$70.000,72 m² útiles,2 dormitorios,"unnamed road, papudo, valparaíso, chile, punta puyai, papudo",,,arriendo temporal,departamentos,
$250.000,75 m² útiles,3 dormitorios,"avenida del mar 3430, puchuncaví, chile, maitencillo, puchuncaví",,,arriendo temporal,departamentos,
$80.000,95 m² útiles,3 dormitorios,"barrio el golf santo domingo, rocas de santo domingo, santo domingo",,,arriendo temporal,departamentos,
$27.000,45 m² útiles,1 dormitorio,"roger de flor 2907, las condes, chile, barrio el golf, las condes",,,arriendo temporal,departamentos,
$65.000,70 m² útiles,2 dormitorios,"avenida del mar 1700, la serena, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$55.000,85 m² útiles,3 dormitorios,"av. josé manuel balmaceda 865, viña del mar, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$80.000,80 m² útiles,3 dormitorios,"acceso a laguna bahía 300, algarrobo, chile, algarrobo",,,arriendo temporal,departamentos,
$80.000,75 m² útiles,3 dormitorios,"condominio laguna vista, algarrobo, chile, algarrobo",,,arriendo temporal,departamentos,
$1.800.000,170 m² útiles,3 dormitorios,"el gabino, lo barnechea, región metropolitana, chile, la dehesa, lo barnechea",,,arriendo temporal,departamentos,
$60.000,120 m² útiles,3 dormitorios,"avenida del mar 4640, la serena, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$650.000,90 m² útiles,4 dormitorios,"club hípico 1240, santiago, chile, parque o'higgins, santiago",,,arriendo temporal,departamentos,
$80.000,84 m² útiles,3 dormitorios,"av. pacífico 4891, la serena, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$140.000,120 m² útiles,4 dormitorios,"jorge montt 1680, viña del mar, chile, viña del mar",,,arriendo temporal,departamentos,
$50.000,40 m² útiles,1 dormitorio,"las perlas 1855, viña del mar, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$75.000,47 m² útiles,1 dormitorio,"avenida edmundo eluchans 1615, viña del mar, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$75.000,75 m² útiles,3 dormitorios,"av. pacífico 510, la serena, chile, puerta del mar, la serena",,,arriendo temporal,departamentos,
$70.000,75 m² útiles,3 dormitorios,"av costanera, coquimbo, chile, avenida costanera, coquimbo",,,arriendo temporal,departamentos,
$27.000,45 m² útiles,1 dormitorio,"roger de flor 2907, las condes, chile, barrio el golf, las condes",,,arriendo temporal,departamentos,
$50.000,25 m² útiles,1 dormitorio,"avenida edmundo eluchans 1615, viña del mar, chile, reñaca, viña del mar",,,arriendo temporal,departamentos,
$70.000,89 m² útiles,3 dormitorios,"reñaca-jardín mar-1ª línea vista al mar, reñaca, viña del mar",,,arriendo temporal,departamentos,
$75.000,67 m² útiles,2 dormitorios,"avenida del mar 2900, la serena, chile, avenida del mar, la serena",,,arriendo temporal,departamentos,
$45.000,75 m² útiles,3 dormitorios,"2 oriente 311, viña del mar, chile, libertad, viña del mar",,,arriendo temporal,departamentos,
$70.000,110 m² útiles,3 dormitorios,"dario salas 511, la herradura, coquimbo, chile, coquimbo",,,arriendo temporal,departamentos,
$140.000,46 m² útiles,2 dormitorios,"matanzas, navidad, chile, matanzas, navidad",,,arriendo temporal,casas,
$55.000,13 m² útiles,1 dormitorio,"camino villarrica - pucón, pucón, chile, camino a villarrica, pucón",,tiny house entre villarrica y pucon (diario),arriendo temporal,casas,
$250.000,200 m² útiles,4 dormitorios,"w-850, quiao, chonchi, los lagos, chile, chonchi",,,arriendo temporal,casas,
$180.000,150 m² útiles,4 dormitorios,"unnamed road, algarrobo, valparaíso, chile, algarrobo",,,arriendo temporal,casas,
$290.000,270 m² útiles,7 dormitorios,"t-411, panguipulli, los ríos, chile, lago panguipulli, panguipulli",,,arriendo temporal,casas,
$158.000,340 m² útiles,5 dormitorios,"maitencillo, puchuncaví, chile, maitencillo, puchuncaví",,,arriendo temporal,casas,
$350.000,200 m² útiles,5 dormitorios,"unnamed road, panguipulli, los ríos, chile, lago panguipulli, panguipulli",,,arriendo temporal,casas,
$180.000,180 m² útiles,3 dormitorios,"unnamed road, vichuquén, maule, chile, lago vichuquén, vichuquén",,,arriendo temporal,casas,
$200.000,300 m² útiles,7 dormitorios,"los boldos, santo domingo, valparaíso, chile, santo domingo",,,arriendo temporal,casas,
$200.000,120 m² útiles,3 dormitorios,"unnamed road, panguipulli, los ríos, chile, lago panguipulli, panguipulli",,,arriendo temporal,casas,
$140.000,160 m² útiles,3 dormitorios,"avenida alejandrina zegers 69, santo domingo, chile, santa maría del mar, santo domingo",,,arriendo temporal,casas,
$120.000,100 m² útiles,2 dormitorios,"ruca rapel, punta verde, las cabras, chile, lago rapel, el estero - el manzano, las cabras",,,arriendo temporal,casas,
$260.000,180 m² útiles,3 dormitorios,"termas de chillan, valle las trancas , comuna pinto , n55 km 80., termas de chillán, pinto",,"termas de chillan, valle las trancas , comuna pinto , n55",arriendo temporal,casas,
$65.000,96 m² útiles,3 dormitorios,"exequiel silva 805, quillota, chile, san pedro de quillota, quillota",,,arriendo temporal,casas,
$169.000,140 m² útiles,4 dormitorios,"maitencillo, puchuncaví, chile, maitencillo, puchuncaví",,,arriendo temporal,casas,
$300.000,300 m² útiles,5 dormitorios,"bahía coique, futrono, los ríos, chile, lago ranco, futrono",,,arriendo temporal,casas,
$180.000,198 m² útiles,4 dormitorios,"unnamed road, litueche, o'higgins, chile, litueche",,,arriendo temporal,casas,
$120.000,215 m² útiles,5 dormitorios,"algarrobo, chile, centro de algarrobo, algarrobo",,,arriendo temporal,casas,
$120.000,120 m² útiles,4 dormitorios,"avenida del mar 808, maitencillo, puchuncaví, chile, maitencillo, puchuncaví",,,arriendo temporal,casas,
$100.000,120 m² útiles,3 dormitorios,"unnamed road, santa rosa, vichuquén, maule, chile, lago vichuquén, vichuquén",,,arriendo temporal,casas,
$110.000,85 m² útiles,4 dormitorios,"avenida del mar 808, maitencillo, puchuncaví, chile, maitencillo, puchuncaví",,,arriendo temporal,casas,
$190.000,180 m² útiles,5 dormitorios,"j-830 12, santa rosa, vichuquén, maule, chile, lago vichuquén, vichuquén",,,arriendo temporal,casas,
$60.000,88 m² útiles,3 dormitorios,"la cantera 1608, el quisco",,,arriendo temporal,casas,
$77.000,62 m² útiles,3 dormitorios,"pinomar 10, balneario el tabo, el tabo",,,arriendo temporal,casas,
$88.000,70 m² útiles,5 dormitorios,"caimaco 583, algarrobo",,,arriendo temporal,casas,
$121.200,70 m² útiles,4 dormitorios,"echazarreta 10, centro de algarrobo, algarrobo",,,arriendo temporal,casas,
$70.000,500 m² útiles,6 dormitorios,"entre radal y rio allipen, freire",,,arriendo temporal,casas,
$4.000.000,270 m² útiles,5 dormitorios,"casa mediterranea amoblada, los trapenses, lo barnechea",,,arriendo temporal,casas,
$90.000,100 m² útiles,3 dormitorios,"condominio el rosario de tunquen, tunquén - el yeco, algarrobo",,,arriendo temporal,casas,
u$s250,10 m² totales,4 dormitorios,pucón,,espectaculares vacaciones en pucón.-,arriendo temporal,casas,
$90.000,200 m² útiles,2 dormitorios,"cómoda y amplia casa con acceso a ríos y cascada, sector molco, molco, villarrica",,"cómoda y amplia casa con acceso a ríos y cascada, sector",arriendo temporal,casas,
$80.000,60 m² útiles,2 dormitorios,"acogedoras cabañas emplazadas en lugar tranquilo y rodeado de naturaleza, a 8 km de pucón, pucón",,acogedoras cabañas emplazadas en lugar tranquilo y rodeado,arriendo temporal,casas,
$150.000,140 m² útiles,5 dormitorios,"el parque 104 - casa c-454, centro de pucón, pucón",,,arriendo temporal,casas,
$80.000,85 m² útiles,3 dormitorios,"caburgua 3, caburga, pucón",,,arriendo temporal,casas,
$5.000.000,320 m² útiles,4 dormitorios,"copahue 1234, los trapenses, lo barnechea",,,arriendo temporal,casas,
$170.000,120 m² útiles,3 dormitorios,"preciosas cabañas rodeadas de bosque nativo con acceso directo a playa a sólo minutos de pucón, camino a villarrica, pucón",,preciosas cabañas rodeadas de bosque nativo con acceso,arriendo temporal,casas,
$240.000,170 m² útiles,5 dormitorios,"marbella 00, marbella, puchuncaví",,,arriendo temporal,casas,
$170.000,140 m² útiles,4 dormitorios,"condominio san lorenzo 0, pucón",,,arriendo temporal,casas,
$120.000,110 m² útiles,3 dormitorios,"cómoda casa a solo metros de playa de pucón, centro de pucón, pucón",,,arriendo temporal,casas,
$180.000,90 m² útiles,3 dormitorios,"amplia casa familiar en condiminio, excelente ubicación, pucón",,,arriendo temporal,casas,
$130.000,75 m² útiles,3 dormitorios,"condominio peumayen, estadio pucón, pucón",,,arriendo temporal,casas,
$300.000,170 m² útiles,5 dormitorios,"la poza, centro de pucón, pucón",,vacaciones soñadas: condominio con marina y playa privada a,arriendo temporal,casas,
$85.000,70 m² útiles,3 dormitorios,"hermosa casa familiar, excelente ubicación. arriendo vacacional, estadio pucón, pucón",,"hermosa casa familiar, excelente ubicación. arriendo",arriendo temporal,casas,
$140.000,120 m² útiles,5 dormitorios,"ingreso por camino lateral del hotel pucon green park, pucón",,,arriendo temporal,casas,
$180.000,110 m² útiles,3 dormitorios,"kmtr. 6,3 camino pucón a villarrica kmtr. 6,3 camin, camino a villarrica, pucón",,,arriendo temporal,casas,
$90.000,70 m² útiles,2 dormitorios,"hermosa casa de vacaciones en ensenada - puerto varas, puerto varas",,,arriendo temporal,casas,
$350.000,171 m² útiles,5 dormitorios,"la poza, centro de pucón, pucón",,preciosa casa en condominio privado aiwinco con playa y mari,arriendo temporal,casas,
$440.000,120 m² útiles,5 dormitorios,"camino intercomunal villarica 1350, pucón",,,arriendo temporal,casas,
$5.000.000,8 m² útiles,3 dormitorios,"parque zapallar, centro de zapallar, zapallar",,,arriendo temporal,casas,
$400.000,360 m² útiles,8 dormitorios,"la puntilla, camino a villarrica, pucón",,preciosa casa en condominio con playa y marina privada,arriendo temporal,casas,
$650.000,120 m² útiles,4 dormitorios,"f-840 f840, algarrobo",,,arriendo temporal,parcelas,
$300.000,470 m² útiles,6 dormitorios,"lago ranco, sector puerto nuevo, lago ranco",,,arriendo temporal,parcelas,
$55.000,53 m² útiles,2 dormitorios,"lindas cabañas para 5 personas en entorno natural a 20 km de olmue, quebrada alvarado, olmué",,lindas cabañas para 5 personas en entorno natural a 20 km,arriendo temporal,parcelas,
$150.000,60 m² útiles,2 dormitorios,"concón, valparaíso, chile, concón",,,arriendo temporal,parcelas,
